type,x,loss,elapsed_s,avg_mfu,mem_gb
train_step,0,4.287336826324463,18.39500069618225,,
val_step,0,4.282082557678223,18.39500069618225,,
iter,0,4.267683982849121,18.595357418060303,,11.555708885192871
iter,10,2.938246488571167,19.620489597320557,29.13066469861036,11.661175727844238
iter,20,2.624541759490967,20.646528720855713,29.12831827346772,11.661175727844238
iter,30,2.5410656929016113,21.671684980392456,29.12682324779059,11.661175727844238
iter,40,2.506669282913208,22.69681429862976,29.124860967729926,11.661175727844238
train_step,50,2.458042860031128,41.59053659439087,,
val_step,50,2.4691007137298584,41.59053659439087,,
iter,50,2.474947929382324,41.972264528274536,26.22846742786185,11.661175727844238
iter,60,2.4492688179016113,42.99718379974365,26.517628761004026,11.661175727844238
iter,70,2.4423141479492188,44.02242708206177,26.776931552425665,11.661175727844238
iter,80,2.427027940750122,45.04813051223755,27.013737637342295,11.661175727844238
iter,90,2.4033732414245605,46.07394981384277,27.216762013241773,11.661175727844238
train_step,100,2.3457322120666504,65.09949707984924,,
val_step,100,2.383044719696045,65.09949707984924,,
iter,100,2.3852481842041016,65.47870564460754,24.511067123021306,11.661175727844238
iter,110,2.3456358909606934,66.50451683998108,24.966363706741564,11.661175727844238
iter,120,2.300798177719116,67.5304594039917,25.379885072048207,11.661175727844238
iter,130,2.217133045196533,68.5561113357544,25.756239557811245,11.661175727844238
iter,140,2.1467156410217285,69.58195352554321,26.08966290865445,11.661175727844238
train_step,150,2.0069785118103027,88.47770166397095,,
val_step,150,2.0974538326263428,88.47770166397095,,
iter,150,2.0733039379119873,88.87416577339172,23.496769923230904,11.661175727844238
iter,160,2.0196144580841064,89.89954924583435,24.056966207894824,11.661175727844238
iter,170,1.9790928363800049,90.92493724822998,24.56404424337811,11.661175727844238
iter,180,1.9274364709854126,91.95077657699585,25.019349512640954,11.661175727844238
iter,190,1.884692668914795,92.97647619247437,25.43171000417689,11.661175727844238
train_step,200,1.7482256889343262,112.62814331054688,,
val_step,200,1.905725121498108,112.62814331054688,,
iter,200,1.8445937633514404,113.01323223114014,22.903995624702063,11.661175727844238
iter,210,1.802229404449463,114.03896379470825,23.52398411527839,11.661175727844238
iter,220,1.7791903018951416,115.0646345615387,24.086275180496195,11.661175727844238
iter,230,1.7371306419372559,116.09202837944031,24.586931879812816,11.661175727844238
iter,240,1.7254905700683594,117.1195456981659,25.026322176087472,11.661175727844238
train_step,250,1.5843549966812134,136.21151971817017,,
val_step,250,1.7565317153930664,136.21151971817017,,
iter,250,1.6836001873016357,136.60075974464417,22.53960671287044,11.661175727844238
iter,260,1.6720125675201416,137.62649416923523,23.18389075253727,11.661175727844238
iter,270,1.6463923454284668,138.65155410766602,23.780062062208728,11.661175727844238
iter,280,1.6500961780548096,139.67741012573242,24.315190197854246,11.661175727844238
iter,290,1.6067497730255127,140.70476913452148,24.79301632157729,11.661175727844238
train_step,300,1.488684058189392,159.7288112640381,,
val_step,300,1.6810023784637451,159.7288112640381,,
iter,300,1.5777266025543213,160.11783146858215,22.329690751487565,11.661175727844238
iter,310,1.5786038637161255,161.14278602600098,23.01204998615504,11.661175727844238
iter,320,1.5528823137283325,162.1679916381836,23.62255468114019,11.661175727844238
iter,330,1.5427371263504028,163.19356274604797,24.171432659350472,11.661175727844238
iter,340,1.533941626548767,164.21972513198853,24.665727883412064,11.661175727844238
train_step,350,1.4124305248260498,184.7401900291443,,
val_step,350,1.618233323097229,184.7401900291443,,
iter,350,1.5142836570739746,185.2082176208496,22.213871992675482,11.661175727844238
iter,360,1.4928003549575806,186.23764443397522,22.893574072145924,11.661175727844238
iter,370,1.4706696271896362,187.26443529129028,23.519599356450314,11.661175727844238
iter,380,1.467799186706543,188.2912940979004,24.065434085416328,11.661175727844238
iter,390,1.4505172967910767,189.31997871398926,24.56039062588868,11.661175727844238
train_step,400,1.3346384763717651,208.5060305595398,,
val_step,400,1.5733575820922852,208.5060305595398,,
iter,400,1.4355955123901367,208.88791298866272,22.120194846081134,11.661175727844238
iter,410,1.433198094367981,209.9136552810669,22.82255231979648,11.661175727844238
iter,420,1.415280818939209,210.94176816940308,23.450678366311678,11.661175727844238
iter,430,1.3980945348739624,211.96958756446838,24.006087385176112,11.661175727844238
iter,440,1.3823922872543335,212.99675512313843,24.51426877958918,11.661175727844238
train_step,450,1.3060951232910156,235.73056507110596,,
val_step,450,1.5533028841018677,235.73056507110596,,
iter,450,1.4006545543670654,236.1150152683258,22.076169129936527,11.661175727844238
iter,460,1.3820619583129883,237.1414976119995,22.781109747555533,11.661175727844238
iter,470,1.3610644340515137,238.16975092887878,23.410780952685688,11.661175727844238
iter,480,1.3572766780853271,239.1977345943451,23.974013292463148,11.661175727844238
iter,490,1.3415292501449585,240.2253634929657,24.488355560820622,11.661175727844238
train_step,500,1.2418413162231445,259.4184820652008,,
val_step,500,1.5100648403167725,259.4184820652008,,
iter,500,1.3427904844284058,259.8098247051239,22.055349540194623,11.661175727844238
