type,x,loss,elapsed_s,avg_mfu,mem_gb
train_step,0,4.2749247550964355,16.891737699508667,,
val_step,0,4.274969577789307,16.891737699508667,,
iter,0,4.26108980178833,17.379254817962646,,4.059955596923828
iter,10,2.8892722129821777,18.18319344520569,37.745198807223964,4.103678226470947
iter,20,2.602229118347168,19.021321773529053,38.22849858899001,4.103678226470947
iter,30,2.5255017280578613,19.865790128707886,37.975566413057265,4.103678226470947
iter,40,2.4941604137420654,20.716583967208862,37.758918517631834,4.103678226470947
train_step,50,2.4637999534606934,38.48717021942139,,
val_step,50,2.4697840213775635,38.48717021942139,,
iter,50,2.4803333282470703,38.89339208602905,34.000141368816635,4.103678226470947
iter,60,2.4537887573242188,39.73606300354004,34.120442063985514,4.103678226470947
iter,70,2.447673797607422,40.57863426208496,34.29358835359137,4.103678226470947
iter,80,2.425443172454834,41.430585622787476,34.45283631398628,4.103678226470947
iter,90,2.4115777015686035,42.32865643501282,35.270191641843944,4.103678226470947
train_step,100,2.345834970474243,58.63662600517273,,
val_step,100,2.3870368003845215,58.63662600517273,,
iter,100,2.3877134323120117,59.02253556251526,31.761859291205003,4.103678226470947
iter,110,2.372628688812256,59.92402672767639,32.19079438997257,4.103678226470947
iter,120,2.2942519187927246,60.77521562576294,32.553413561712105,4.103678226470947
iter,130,2.2396717071533203,61.61229610443115,32.83446735407156,4.103678226470947
iter,140,2.157120943069458,62.453495025634766,33.08624588127646,4.103678226470947
train_step,150,2.021772861480713,79.27291464805603,,
val_step,150,2.111412763595581,79.27291464805603,,
iter,150,2.0963311195373535,79.66506361961365,29.795722030410765,4.103678226470947
iter,160,2.033705472946167,80.50617814064026,30.363018338684324,4.103678226470947
iter,170,1.9801795482635498,81.34739422798157,30.884910253457875,4.103678226470947
iter,180,1.933828353881836,82.19800806045532,31.397148578213045,4.103678226470947
iter,190,1.8962819576263428,83.04964995384216,31.82311620287173,4.103678226470947
train_step,200,1.7555607557296753,99.8617045879364,,
val_step,200,1.9059727191925049,99.8617045879364,,
iter,200,1.8514997959136963,100.25677824020386,28.658909684698276,4.103678226470947
iter,210,1.8213224411010742,101.11362314224243,29.660366047443187,4.103678226470947
