type,x,loss,elapsed_s,avg_mfu,mem_gb
train_step,0,4.286923408508301,4.957113146781921,,
val_step,0,4.281734466552734,4.957113146781921,,
iter,0,4.266841888427734,5.252540588378906,,1.1631583557128906
iter,10,2.9227123260498047,5.53277063369751,20.251858109302176,1.2433839797973633
iter,20,2.580275774002075,5.788202047347523,20.47193793454085,1.2431703567504883
iter,30,2.535726547241211,6.043477534747803,20.516098171325203,1.2431703567504883
iter,40,2.5066113471984863,6.298603534698486,20.5110555449704,1.2431703567504883
train_step,50,2.4540164470672607,10.628103375434876,,
val_step,50,2.4645607471466064,10.628103375434876,,
iter,50,2.468353748321533,11.024746514045715,18.35225639062186,1.2431703567504883
iter,60,2.462484359741211,11.27983546257019,18.672188078853643,1.2431703567504883
iter,70,2.466062068939209,11.535133481025696,18.886108044011095,1.2431703567504883
iter,80,2.416212558746338,11.7905752658844,19.09938287446209,1.2431703567504883
iter,90,2.3916332721710205,12.045291423797607,19.288333471125316,1.2431703567504883
train_step,100,2.3329546451568604,16.352898001670838,,
val_step,100,2.372372627258301,16.352898001670838,,
iter,100,2.374143123626709,16.773596048355102,17.25179901401299,1.2431703567504883
iter,110,2.3649423122406006,17.029191970825195,17.6097126331588,1.2431703567504883
iter,120,2.284025192260742,17.284403800854355,18.424645625981675,1.2431703567504883
iter,130,2.249011754989624,17.53989565372467,18.656120412894743,1.2431703567504883
iter,140,2.1598517894744873,17.795287013053895,18.888609980170745,1.2431703567504883
train_step,150,2.014086961746216,22.10607647895813,,
val_step,150,2.1045145988464355,22.10607647895813,,
iter,150,2.090153694152832,22.48015022277832,16.992166099161254,1.2431703567504883
iter,160,2.0557565689086914,22.735939621925355,17.381147177554835,1.2431703567504883
iter,170,1.9854944944381714,22.991155743598938,17.76049141285475,1.2431703567504883
iter,180,1.9399725198745728,23.246726989746094,18.083327261197313,1.2431703567504883
iter,190,1.8654841184616089,23.502496361732483,18.380266571492827,1.2431703567504883
train_step,200,1.7462612390518188,27.822659254074096,,
val_step,200,1.9066745042800903,27.822659254074096,,
iter,200,1.8374748229980469,28.252854108810425,17.344484158399555,1.2431703567504883
iter,210,1.8073294162750244,28.508389949798584,17.82280892809536,1.2431703567504883
iter,220,1.7764534950256348,28.763970851898193,18.235360564742805,1.2431703567504883
iter,230,1.7368084192276,29.01883900165558,18.610870914554563,1.2431703567504883
iter,240,1.6990705728530884,29.273741841316223,18.936547973744122,1.2431703567504883
train_step,250,1.5913877487182617,33.578705191612245,,
val_step,250,1.7731000185012817,33.578705191612245,,
iter,250,1.6941447257995605,33.95106303691864,16.03533464029923,1.2431703567504883
iter,260,1.636940360069275,34.20593547821045,16.52685343740386,1.2431703567504883
iter,270,1.6935497522354126,34.46091163158417,16.957199505376145,1.2431703567504883
iter,280,1.612361192703247,34.7161248922348,17.36491404868039,1.2431703567504883
iter,290,1.6186527013778687,34.97073197364807,17.722972725161458,1.2431703567504883
train_step,300,1.47975754737854,39.27466356754303,,
val_step,300,1.6737737655639648,39.27466356754303,,
iter,300,1.5907814502716064,39.64863431453705,16.843113171001494,1.2431703567504883
iter,310,1.5515718460083008,39.904303550720216,17.32813124778443,1.2431703567504883
iter,320,1.5303962230682373,40.159972071647644,17.807644830443738,1.2431703567504883
iter,330,1.5120506286621094,40.41544461250305,18.219048180961035,1.2431703567504883
iter,340,1.5039288997650146,40.67095520767975,18.596914659324596,1.2431703567504883
train_step,350,1.396611213684082,44.982611775398254,,
val_step,350,1.620520830154419,44.982611775398254,,
iter,350,1.4912652969360352,45.35588049888611,16.729643989281757,1.2431703567504883
iter,360,1.4879227876663208,45.61104619503021,17.237198533825253,1.2431703567504883
iter,370,1.4472101926803589,45.866335272789,17.726347563093376,1.2431703567504883
iter,380,1.4596654176712036,46.12144589424133,18.16288736485812,1.2431703567504883
iter,390,1.4250268936157227,46.376747488975525,18.523313281711622,1.2431703567504883
train_step,400,1.3307702541351318,50.68423283100128,,
val_step,400,1.5632295608520508,50.68423283100128,,
iter,400,1.4465337991714478,51.058778285980224,16.663408676933435,1.2431703567504883
iter,410,1.4315612316131592,51.31409668922424,17.179105955645617,1.2431703567504883
iter,420,1.4195398092269897,51.56926739215851,17.64332658705975,1.2431703567504883
iter,430,1.3863976001739502,51.82526350021362,18.074799886347534,1.2431703567504883
iter,440,1.3980311155319214,52.08087337017059,18.472178716468483,1.2431703567504883
train_step,450,1.2782920598983765,56.3918741941452,,
val_step,450,1.5295637845993042,56.3918741941452,,
iter,450,1.346195101737976,56.7668616771698,16.6173782656886,1.2431703567504883
iter,460,1.3764164447784424,57.0218460559845,17.17420207083024,1.2431703567504883
iter,470,1.3500059843063354,57.2768315076828,17.65120643572619,1.2431703567504883
iter,480,1.3373937606811523,57.53184914588928,18.085006178909192,1.2431703567504883
iter,490,1.3393144607543945,57.78659927845001,18.45355989976563,1.2431703567504883
train_step,500,1.2245055437088013,62.09036350250244,,
val_step,500,1.5006818771362305,62.09036350250244,,
iter,500,1.3109910488128662,62.45944762229919,16.60065863251657,1.2431703567504883
iter,510,1.3282036781311035,62.71478569507599,17.143331589999504,1.2431703567504883
iter,520,1.3186061382293701,62.96976613998413,17.628958907138468,1.2431703567504883
iter,530,1.2835673093795776,63.22497153282166,18.0507725967704,1.2431703567504883
iter,540,1.3361992835998535,63.48013007640839,18.44301022857723,1.2431703567504883
train_step,550,1.1889410018920898,67.7834290266037,,
val_step,550,1.4920971393585205,67.7834290266037,,
iter,550,1.2869240045547485,68.15667021274567,16.591155364948597,1.2431703567504883
iter,560,1.2976771593093872,68.41189420223243,17.122330557362406,1.2431703567504883
iter,570,1.2576197385787964,68.66650056838989,17.59817110105443,1.2431703567504883
iter,580,1.2394201755523682,68.92255640029907,18.03869292319976,1.2431703567504883
iter,590,1.2551403045654297,69.17731904983521,18.429122707714274,1.2431703567504883
train_step,600,1.1424741744995117,73.48459732532501,,
val_step,600,1.4693503379821777,73.48459732532501,,
iter,600,1.2431440353393555,73.85621380805969,16.57864547943254,1.2431703567504883
iter,610,1.2229247093200684,74.11110484500117,17.116178573361118,1.2431703567504883
iter,620,1.2247519493103027,74.36605453491211,17.600272433862908,1.2431703567504883
iter,630,1.2221163511276245,74.62161290645599,18.036805358412113,1.2431703567504883
iter,640,1.2313003540039062,74.87661945819952,18.422290816989416,1.2431703567504883
train_step,650,1.1025362014770508,79.17571449279785,,
val_step,650,1.4759730100631714,79.17571449279785,,
iter,650,1.21328866481781,79.20637321472168,16.573545393097724,1.2431703567504883
iter,660,1.1926229000091553,79.46147239208222,17.11114893886515,1.2431703567504883
iter,670,1.2333033084869385,79.71684086322784,17.613477282630032,1.2431703567504883
iter,680,1.1755176782608032,79.97406899929047,18.034850474428647,1.2431703567504883
iter,690,1.2099426984786987,80.22929763793945,18.42259430985409,1.2431703567504883
train_step,700,1.0693855285644531,84.54068613052368,,
val_step,700,1.4764320850372314,84.54068613052368,,
iter,700,1.2047463655471802,84.57118785381317,16.57378038225812,1.2431703567504883
iter,710,1.1499667167663574,84.82646262645721,17.117656411500536,1.2431703567504883
iter,720,1.160791039466858,85.08184576034546,17.59943717492137,1.2431703567504883
iter,730,1.1396944522857666,85.33728110790253,18.021655713014357,1.2431703567504883
iter,740,1.1319501399993896,85.59273433685303,18.409812129594687,1.2431703567504883
train_step,750,1.0218510627746582,89.8895308971405,,
val_step,750,1.4740116596221924,89.8895308971405,,
iter,750,1.1349773406982422,89.92012238502502,16.56232293548223,1.2431703567504883
iter,760,1.1573073863983154,90.17546439170837,17.08317586638234,1.2431703567504883
iter,770,1.1189793348312378,90.4311854839325,17.578103001373914,1.2431703567504883
iter,780,1.1110069751739502,90.68716406822205,18.011990959796374,1.2431703567504883
iter,790,1.105728030204773,90.94226682186127,18.403523450648936,1.2431703567504883
train_step,800,0.9869726300239563,95.24769365787506,,
val_step,800,1.4939091205596924,95.24769365787506,,
iter,800,1.0979329347610474,95.27921211719513,16.5566322055933,1.2431703567504883
iter,810,1.1171865463256836,95.53402233123779,17.107571125464957,1.2431703567504883
iter,820,1.1129019260406494,95.78918981552124,17.568353765300596,1.2431703567504883
iter,830,1.0980008840560913,96.04476284980775,17.987739141705798,1.2431703567504883
iter,840,1.0623470544815063,96.29984521865844,18.385022531807855,1.2431703567504883
train_step,850,0.9432997703552246,100.60349285602569,,
val_step,850,1.4923596382141113,100.60349285602569,,
iter,850,1.0850944519042969,100.634117603302,16.53998999960709,1.2431703567504883
iter,860,1.0761183500289917,100.88887453079223,17.07203872910368,1.2431703567504883
iter,870,1.0676456689834595,101.14341580867767,17.561017854989884,1.2431703567504883
iter,880,1.0570437908172607,101.40008568763733,18.002797341006082,1.2431703567504883
iter,890,1.0476750135421753,101.65523672103932,18.40839038966033,1.2431703567504883
train_step,900,0.9051440358161926,105.9519281387329,,
val_step,900,1.5241142511367798,105.9519281387329,,
iter,900,1.0838638544082642,105.98182904720307,16.561047925156287,1.2431703567504883
iter,910,1.0393784046173096,106.23673832416535,17.104998210711823,1.2431703567504883
iter,920,1.0285545587539673,106.491760969162,17.58685410903835,1.2431703567504883
iter,930,1.0482991933822632,106.7468569278717,18.012287520286203,1.2431703567504883
iter,940,1.0478556156158447,107.00178050994873,18.417407164854907,1.2431703567504883
train_step,950,0.8559821248054504,111.30233180522919,,
val_step,950,1.5317975282669067,111.30233180522919,,
iter,950,0.9997703433036804,111.33291900157929,16.56914597081268,1.2431703567504883
iter,960,0.9948977828025818,111.5879259109497,17.111151760487032,1.2431703567504883
iter,970,1.0184288024902344,111.84323000907898,17.582478136834428,1.2431703567504883
iter,980,0.9925761222839355,112.09858632087708,18.02079049108648,1.2431703567504883
iter,990,0.9993088245391846,112.3540193074112,18.41025321983452,1.2431703567504883
train_step,1000,0.8131717443466187,116.66096127033234,,
val_step,1000,1.5575076341629028,116.66096127033234,,
iter,1000,0.9938439726829529,116.69270360469818,16.5626834153779,1.2431703567504883

