Overriding config with config/train_shakespeare_char.py:
Overriding: batch_size = 256
Overriding: learning_rate = 0.004
Overriding: csv_path = runs/scale_g1_s4.0_bs256_lr0.004.csv
Overriding: out_dir = out-scale_g1_s4.0_bs256_lr0.004
tokens per iteration will be: 65,536
effective global batch size (sequences) will be: 256
found vocab_size = 65 (inside data/shakespeare_char/meta.pkl)
Initializing a new model from scratch
number of parameters: 10.65M
/u/ddong/workspace/nanoGPT/train.py:243: FutureWarning: `torch.cuda.amp.GradScaler(args...)` is deprecated. Please use `torch.amp.GradScaler('cuda', args...)` instead.
  scaler = torch.cuda.amp.GradScaler(enabled=(dtype == 'float16'))
num decayed parameter tensors: 26, with 10,740,096 parameters
num non-decayed parameter tensors: 13, with 4,992 parameters
using fused AdamW: True
step 0: train loss 4.2873, val loss 4.2822
iter 0: loss 4.2652, time 8329.30ms, mfu -100.00%
iter 10: loss 2.9568, time 37.11ms, mfu 40.17%
iter 20: loss 2.6262, time 32.05ms, mfu 40.80%
iter 30: loss 2.5362, time 31.53ms, mfu 41.45%
iter 40: loss 2.5152, time 32.35ms, mfu 41.91%
iter 50: loss 2.4900, time 31.65ms, mfu 42.43%
iter 60: loss 2.4700, time 30.68ms, mfu 43.04%
iter 70: loss 2.4571, time 30.89ms, mfu 43.56%
iter 80: loss 2.4433, time 30.43ms, mfu 44.11%
iter 90: loss 2.5024, time 25.31ms, mfu 45.58%
iter 100: loss 2.4511, time 58.74ms, mfu 43.56%
iter 110: loss 2.4030, time 27.49ms, mfu 44.63%
iter 120: loss 2.3077, time 26.99ms, mfu 45.69%
iter 130: loss 2.1882, time 26.44ms, mfu 46.76%
iter 140: loss 2.1134, time 26.77ms, mfu 47.65%
iter 150: loss 2.0384, time 26.91ms, mfu 48.42%
iter 160: loss 1.9951, time 27.04ms, mfu 49.09%
iter 170: loss 1.9498, time 27.01ms, mfu 49.70%
iter 180: loss 1.8997, time 27.90ms, mfu 50.08%
iter 190: loss 1.8805, time 27.95ms, mfu 50.40%
iter 200: loss 1.8398, time 70.71ms, mfu 47.47%
iter 210: loss 1.7957, time 27.09ms, mfu 48.22%
iter 220: loss 1.7764, time 28.23ms, mfu 48.68%
iter 230: loss 1.7671, time 25.77ms, mfu 49.60%
iter 240: loss 1.7285, time 24.09ms, mfu 50.82%
step 250: train loss 1.6156, val loss 1.7915
saving checkpoint to out-scale_g1_s4.0_bs256_lr0.004
iter 250: loss 1.7177, time 8625.53ms, mfu 45.76%
iter 260: loss 1.7015, time 24.71ms, mfu 47.21%
iter 270: loss 1.6817, time 27.37ms, mfu 47.94%
iter 280: loss 1.6571, time 27.28ms, mfu 48.61%
iter 290: loss 1.6476, time 27.71ms, mfu 49.13%
iter 300: loss 1.6180, time 83.09ms, mfu 46.01%
iter 310: loss 1.6037, time 28.30ms, mfu 46.67%
iter 320: loss 1.6168, time 32.04ms, mfu 46.66%
iter 330: loss 1.5979, time 31.54ms, mfu 46.72%
iter 340: loss 1.5703, time 32.02ms, mfu 46.70%
iter 350: loss 1.5618, time 31.46ms, mfu 46.77%
iter 360: loss 1.5808, time 30.94ms, mfu 46.91%
iter 370: loss 1.5808, time 30.51ms, mfu 47.10%
iter 380: loss 1.5387, time 29.08ms, mfu 47.52%
iter 390: loss 1.5473, time 30.12ms, mfu 47.72%
iter 400: loss 1.5486, time 65.51ms, mfu 45.22%
iter 410: loss 1.5238, time 27.63ms, mfu 46.09%
iter 420: loss 1.5163, time 24.88ms, mfu 47.47%
iter 430: loss 1.5043, time 31.51ms, mfu 47.46%
iter 440: loss 1.4879, time 31.39ms, mfu 47.46%
iter 450: loss 1.4842, time 24.27ms, mfu 48.85%
iter 460: loss 1.4425, time 32.29ms, mfu 48.58%
iter 470: loss 1.4573, time 29.30ms, mfu 48.81%
iter 480: loss 1.4418, time 31.77ms, mfu 48.62%
iter 490: loss 1.4153, time 31.14ms, mfu 48.55%
step 500: train loss 1.3171, val loss 1.5667
saving checkpoint to out-scale_g1_s4.0_bs256_lr0.004
iter 500: loss 1.4295, time 9024.61ms, mfu 43.71%
iter 510: loss 1.4216, time 29.33ms, mfu 44.42%
iter 520: loss 1.3843, time 31.00ms, mfu 44.79%
iter 530: loss 1.3913, time 27.11ms, mfu 45.81%
iter 540: loss 1.3524, time 28.98ms, mfu 46.37%
iter 550: loss 1.3656, time 29.77ms, mfu 46.74%
iter 560: loss 1.3597, time 27.70ms, mfu 47.45%
iter 570: loss 1.3498, time 28.77ms, mfu 47.88%
iter 580: loss 1.3257, time 25.21ms, mfu 49.00%
iter 590: loss 1.3237, time 29.67ms, mfu 49.13%
iter 600: loss 1.3235, time 59.93ms, mfu 46.70%
iter 610: loss 1.3119, time 27.64ms, mfu 47.43%
iter 620: loss 1.3255, time 24.88ms, mfu 48.67%
iter 630: loss 1.3140, time 27.35ms, mfu 49.26%
iter 640: loss 1.3080, time 26.67ms, mfu 49.92%
iter 650: loss 1.2782, time 26.84ms, mfu 50.48%
iter 660: loss 1.2877, time 29.20ms, mfu 50.54%
iter 670: loss 1.2943, time 26.57ms, mfu 51.09%
iter 680: loss 1.2824, time 25.76ms, mfu 51.77%
iter 690: loss 1.2723, time 29.62ms, mfu 51.62%
iter 700: loss 1.2518, time 82.60ms, mfu 48.27%
iter 710: loss 1.2616, time 31.76ms, mfu 48.13%
iter 720: loss 1.2527, time 25.44ms, mfu 49.18%
iter 730: loss 1.2608, time 25.54ms, mfu 50.10%
iter 740: loss 1.2419, time 32.10ms, mfu 49.73%
step 750: train loss 1.1375, val loss 1.4781
saving checkpoint to out-scale_g1_s4.0_bs256_lr0.004
iter 750: loss 1.2455, time 8855.43ms, mfu 44.77%
iter 760: loss 1.2297, time 29.43ms, mfu 45.36%
iter 770: loss 1.2285, time 29.94ms, mfu 45.80%
iter 780: loss 1.2113, time 34.08ms, mfu 45.60%
iter 790: loss 1.2375, time 30.43ms, mfu 45.93%
iter 800: loss 1.2119, time 46.96ms, mfu 44.52%
iter 810: loss 1.2064, time 30.63ms, mfu 44.93%
iter 820: loss 1.2015, time 28.94ms, mfu 45.59%
iter 830: loss 1.1980, time 31.62ms, mfu 45.74%
iter 840: loss 1.1992, time 32.55ms, mfu 45.75%
iter 850: loss 1.1939, time 29.95ms, mfu 46.15%
iter 860: loss 1.1832, time 27.71ms, mfu 46.91%
iter 870: loss 1.1799, time 31.72ms, mfu 46.92%
