type,x,loss,elapsed_s,avg_mfu
train_step,0,4.287369728088379,2.9551103115081787,
val_step,0,4.282261371612549,2.9551103115081787,
iter,0,4.271370887756348,3.0540194511413574,
iter,10,3.1476478576660156,3.2222163677215576,23.2452825821569
iter,20,2.7333414554595947,3.379788875579834,23.358248006642626
iter,30,2.6156601905822754,3.536179780960083,23.423960682601113
iter,40,2.5760958194732666,3.691462755203247,23.52856097321265
iter,50,2.525665044784546,3.843906879425049,23.630927595527112
iter,60,2.5101401805877686,3.99759578704834,23.71912969216707
iter,70,2.493720293045044,4.152217388153076,23.77509265604548
iter,80,2.4949405193328857,4.306284666061401,23.866185330721954
iter,90,2.464185953140259,4.4596123695373535,23.9345195557845
iter,100,2.4558656215667725,4.613008975982666,24.00457217826368
iter,110,2.4545106887817383,4.766690492630005,24.087228629446887
iter,120,2.429379940032959,4.92049765586853,24.153793340799506
iter,130,2.4133079051971436,5.072834014892578,24.237888769487743
iter,140,2.4041759967803955,5.224980354309082,24.284028262106613
iter,150,2.4085311889648438,5.377735137939453,24.308266671260455
iter,160,2.3675670623779297,5.530775785446167,24.366009936162047
iter,170,2.3564279079437256,5.68337607383728,24.42824430014648
iter,180,2.301300048828125,5.835829496383667,24.46920439497342
iter,190,2.2393081188201904,5.988909959793091,24.468973855615907
iter,200,2.2028861045837402,6.1414475440979,24.51823786788751
iter,210,2.141212224960327,6.292485952377319,24.530617812196322
iter,220,2.134030818939209,6.444375991821289,24.603735274545773
iter,230,2.077906847000122,6.595201015472412,24.63375576594379
iter,240,2.0766162872314453,6.746018409729004,24.666382128807886
train_step,250,1.9637577533721924,9.59509015083313,
val_step,250,2.064218044281006,9.59509015083313,
iter,250,2.0310893058776855,9.96571683883667,22.211828340959666
iter,260,1.9738291501998901,10.118751525878906,22.447450622656074
iter,270,1.967468023300171,10.27170443534851,22.684084578269832
iter,280,1.9769608974456787,10.424160718917847,22.87480061798249
iter,290,1.9155269861221313,10.576415538787842,23.0684632184873
