type,x,loss,elapsed_s,avg_mfu
train_step,0,4.287362575531006,21.891352891921997,
val_step,0,4.282010078430176,21.891352891921997,
iter,0,4.268435001373291,22.089387893676758,
iter,10,2.919102430343628,23.037185668945312,46.026207158476076
iter,20,2.643620729446411,23.96819257736206,46.199447571110035
iter,30,2.58023738861084,24.90542435646057,46.39121601448645
iter,40,2.518296957015991,25.845725536346436,46.57776067306257
iter,50,2.5112035274505615,26.78450894355774,46.71852491297324
iter,60,2.8019237518310547,27.726736068725586,46.77929269257449
iter,70,2.6724154949188232,28.67081117630005,46.809793238551364
iter,80,2.5679194927215576,29.677910566329956,46.86434992794122
iter,90,2.523202896118164,30.626944303512573,46.90510764298641
iter,100,2.4995720386505127,31.577939748764038,44.15455905053575
iter,110,2.4892566204071045,32.527788400650024,44.4644497449616
iter,120,2.4740355014801025,33.47610092163086,44.728042740799935
iter,130,2.4633710384368896,34.429787397384644,44.94251029022729
iter,140,2.5305793285369873,35.376824140548706,49.035406484453034
iter,150,2.4779136180877686,36.32482147216797,48.86667257689796
iter,160,2.4502110481262207,37.2680766582489,48.72607502518741
iter,170,2.431739091873169,38.2117817401886,48.59188695787512
iter,180,2.4637839794158936,39.152745723724365,48.55324190532317
iter,190,2.414440393447876,40.099716901779175,50.903886544083775
iter,200,2.6202664375305176,41.045279026031494,47.710259234783784
iter,210,2.521970748901367,41.992058515548706,47.711776620481594
iter,220,2.465738296508789,42.93455672264099,47.64684297183739
iter,230,2.4458673000335693,43.8746395111084,51.90989393450744
iter,240,2.4262139797210693,44.8204083442688,51.44304896821649
train_step,250,2.385427713394165,67.88508677482605,
val_step,250,2.4249863624572754,67.88508677482605,
iter,250,2.419891595840454,68.17235374450684,46.31849103794901
iter,260,2.397963047027588,69.1099762916565,46.47760677942244
iter,270,2.4162490367889404,70.05330324172974,46.600920349288174
iter,280,2.3617560863494873,70.997563123703,44.178092136298766
iter,290,2.325066328048706,71.94289898872375,44.52344467997838
iter,300,2.273656129837036,72.8870677947998,42.03776029607308
iter,310,2.238600492477417,73.82894539833069,42.59988152529273
iter,320,2.222079038619995,74.77122163772583,43.055366986121285
iter,330,2.1775269508361816,75.71173286437988,43.47540310659609
iter,340,2.1343071460723877,76.65401029586792,43.876804719829835
iter,350,2.1262454986572266,77.59752249717712,44.25269734009088
iter,360,2.120140790939331,78.53899717330933,44.57044863520436
iter,370,2.082333564758301,79.4827013015747,44.93208959162535
iter,380,2.06536865234375,80.42446565628052,45.18833968426458
iter,390,2.0534849166870117,81.3643250465393,45.46734631264954
iter,400,2.0367729663848877,82.310542345047,43.21662545310681
iter,410,2.05319881439209,83.25178337097168,43.661175071878894
iter,420,2.0474588871002197,84.19601917266846,44.04059887279606
iter,430,2.0472147464752197,85.13800740242004,44.4039384743104
iter,440,2.122699499130249,86.07492995262146,44.74660411379007
iter,450,2.0400936603546143,87.01518750190735,45.02571252076833
iter,460,1.9948698282241821,87.95184350013733,45.33191817317261
iter,470,1.979483962059021,88.88589262962341,45.58128576387011
iter,480,1.9340180158615112,89.8209331035614,45.8365375284498
iter,490,1.9876161813735962,90.75651931762695,46.0580138124568
train_step,500,1.825278639793396,113.86403822898865,
val_step,500,1.9728233814239502,113.86403822898865,
iter,500,1.9489251375198364,114.14856767654419,41.47191833351095
iter,510,1.9278291463851929,115.08005785942078,42.23868433545849
iter,520,1.9395300149917603,116.01306176185608,40.502362608564816
iter,530,1.950642704963684,116.94679021835327,41.306809836119804
iter,540,2.1221678256988525,117.87963938713074,42.0149302934432
iter,550,1.999024748802185,118.81294059753418,42.573794160406756
iter,560,1.9594742059707642,119.74463510513306,43.10427298133322
iter,570,1.9967561960220337,120.67849063873291,43.65546313934908
iter,580,2.007857084274292,121.6102204322815,44.105929894152915
iter,590,2.0311267375946045,122.54231786727905,44.52521607069029
iter,600,2.0246987342834473,123.47110962867737,42.06311938239919
iter,610,2.0268590450286865,124.39992332458496,42.70462683902985
iter,620,2.0622403621673584,125.32908773422241,43.263185230820476
iter,630,2.027010917663574,126.25967812538147,43.761837737714046
iter,640,2.033877372741699,127.18855857849121,44.29934143654716
iter,650,2.045818328857422,128.11985683441162,44.751412205659705
iter,660,2.0337822437286377,129.04717135429382,45.117533083354374
iter,670,2.028205633163452,129.9743459224701,45.46320428206646
iter,680,2.042280912399292,130.90404605865479,45.715338220736065
iter,690,2.0329971313476562,131.83492016792297,45.9268150927845
iter,700,2.097358226776123,132.76560974121094,43.27275021653747
iter,710,2.1705729961395264,133.69463801383972,43.80524081744592
iter,720,2.1547467708587646,134.62731790542603,44.22889900058304
iter,730,2.0965282917022705,135.55417037010193,44.669757280112506
iter,740,2.0774245262145996,136.48334884643555,45.024118302685665
train_step,750,1.92340886592865,159.43123865127563,
val_step,750,2.056380271911621,159.43123865127563,
iter,750,2.090977430343628,159.527446269989,40.541715948519965
iter,760,2.103830337524414,160.45592665672302,41.330206520496226
iter,770,2.0550901889801025,161.385244846344,42.02336126323973
iter,780,2.043058156967163,162.31174683570862,42.64197769354072
iter,790,2.023306131362915,163.23809599876404,43.270164060954954
iter,800,2.030491590499878,164.16731476783752,41.6030047671345
iter,810,2.0454938411712646,165.0954179763794,42.332805038204334
iter,820,2.13002610206604,166.02393889427185,42.918396072212296
iter,830,2.2632827758789062,166.95367527008057,43.456448069276306
iter,840,2.2210400104522705,167.88293266296387,43.89621818470067
iter,850,2.2463324069976807,168.81263899803162,44.32022378922847
iter,860,2.3006064891815186,169.74209642410278,44.68486400862782
iter,870,2.3004348278045654,170.67050123214722,45.060152906630414
iter,880,2.286938428878784,171.60254573822021,45.333333358577
iter,890,2.2665765285491943,172.53406739234924,45.58711278433202
iter,900,2.261453628540039,173.46611905097961,42.97868845216419
iter,910,2.28908634185791,174.39485573768616,43.548531608311905
iter,920,2.337604284286499,175.32362604141235,43.960908282242364
iter,930,2.3777551651000977,176.2524483203888,44.42952443768875
iter,940,2.3928515911102295,177.18292808532715,44.79564483299806
iter,950,2.3709068298339844,178.11242055892944,45.1684025068777
iter,960,2.485708713531494,179.04022574424744,45.53117919104232
iter,970,2.460921287536621,179.97027111053467,45.7913057285993
iter,980,2.4900243282318115,180.90048670768738,46.06606709098956
iter,990,2.52767014503479,181.82772850990295,46.27577027655853
train_step,1000,2.354168653488159,204.51989579200745,
val_step,1000,2.3899717330932617,204.51989579200745,
iter,1000,2.5543107986450195,204.61569738388062,41.66843424503813
iter,1010,2.61072039604187,205.538250207901,42.36107941929315
iter,1020,2.6518313884735107,206.4731171131134,42.98135202076131
iter,1030,2.651672601699829,207.4104940891266,40.98044551964546
iter,1040,2.648468255996704,208.35875177383423,41.76324970573194
iter,1050,2.642023801803589,209.2896912097931,42.407307310346845
iter,1060,2.6676719188690186,210.2205560207367,42.93481239656748
iter,1070,2.6801860332489014,211.1480085849762,43.54574136306226
iter,1080,2.6546502113342285,212.0814564228058,48.36991849576265
iter,1090,2.6565825939178467,213.01526999473572,48.354734427749854
iter,1100,2.6705543994903564,213.94910287857056,45.41253172596299
iter,1110,2.6718053817749023,214.88786435127258,45.70302418540111
iter,1120,2.7114925384521484,215.82109332084656,47.167712255856244
iter,1130,2.7428808212280273,216.75487399101257,47.28737161684805
iter,1140,2.719869375228882,217.68928837776184,47.35327371954181
iter,1150,2.6975996494293213,218.6203465461731,47.40279966027329
iter,1160,2.676623582839966,219.55308389663696,47.449522487343145
iter,1170,2.696767807006836,220.48241710662842,47.55895215251934
iter,1180,2.6874306201934814,221.41294765472412,47.64695733912798
iter,1190,2.7033846378326416,222.34310388565063,47.7258992982493
iter,1200,2.7032105922698975,223.27428102493286,44.89015218553531
iter,1210,2.7000675201416016,224.2044723033905,45.29796642638779
iter,1220,2.693974494934082,225.13470244407654,45.58959329628303
iter,1230,2.680330991744995,226.06579899787903,45.8503723772734
iter,1240,2.664330244064331,226.99753189086914,46.080272520919635
train_step,1250,2.551642656326294,250.14177083969116,
val_step,1250,2.569118022918701,250.14177083969116,
iter,1250,2.6514389514923096,250.2342188358307,41.49208593558604
iter,1260,2.6583075523376465,251.15998482704163,42.164313249380605
iter,1270,2.677098035812378,252.0880401134491,42.77645542189778
iter,1280,2.661501407623291,253.01660180091858,43.26680325271855
iter,1290,2.6590404510498047,254.0513355731964,43.75530755073443
iter,1300,2.680654764175415,254.9806706905365,41.36439686570674
