run,type,x,loss,elapsed_s,iter_time_ms,mfu_percent
1u_s1.0_bs64_lr0.001,iter,0,4.271370887756348,2.4140923023223877,,
1u_s1.0_bs64_lr0.001,iter,10,3.1476478576660156,2.561408281326294,,27.252377101803333
1u_s1.0_bs64_lr0.001,iter,20,2.7333414554595947,2.6994128227233887,,27.30419046646676
1u_s1.0_bs64_lr0.001,iter,30,2.6156601905822754,2.835428237915039,,27.38392780361489
1u_s1.0_bs64_lr0.001,iter,40,2.5760958194732666,2.970545530319214,,27.466138839191533
1u_s1.0_bs64_lr0.001,iter,50,2.525665044784546,3.106187105178833,,27.50494034363688
1u_s1.0_bs64_lr0.001,iter,60,2.5101401805877686,3.24068284034729,,27.546978648707714
1u_s1.0_bs64_lr0.001,iter,70,2.493720293045044,3.3753058910369873,,27.626439047344643
1u_s1.0_bs64_lr0.001,iter,80,2.4949405193328857,3.5102744102478027,,27.664032675821655
1u_s1.0_bs64_lr0.001,iter,90,2.464185953140259,3.644209384918213,,27.760339499660535
1u_s1.0_bs64_lr0.001,iter,100,2.4558656215667725,3.7787270545959473,,27.72829939489581
1u_s1.0_bs64_lr0.001,iter,110,2.4545106887817383,3.9155313968658447,,27.69273511631892
1u_s1.0_bs64_lr0.001,iter,120,2.429379940032959,4.05238676071167,,27.721793907441356
1u_s1.0_bs64_lr0.001,iter,130,2.4133079051971436,4.19053053855896,,27.682811282132707
1u_s1.0_bs64_lr0.001,iter,140,2.4041759967803955,4.328021764755249,,27.682776592708123
1u_s1.0_bs64_lr0.001,iter,150,2.4085311889648438,4.4659082889556885,,27.666028967083413
1u_s1.0_bs64_lr0.001,iter,160,2.3675670623779297,4.604304790496826,,27.633961841119586
1u_s1.0_bs64_lr0.001,iter,170,2.3564279079437256,4.742751359939575,,27.596944330206618
1u_s1.0_bs64_lr0.001,iter,180,2.301300048828125,4.880995988845825,,27.556607812052626
1u_s1.0_bs64_lr0.001,iter,190,2.2393081188201904,5.019563436508179,,27.526707563846976
1u_s1.0_bs64_lr0.001,iter,200,2.2028861045837402,5.1575727462768555,,27.494814925616478
1u_s1.0_bs64_lr0.001,iter,210,2.141212224960327,5.295915603637695,,27.464076386837178
1u_s1.0_bs64_lr0.001,iter,220,2.134030818939209,5.434475660324097,,27.441908898774546
1u_s1.0_bs64_lr0.001,iter,230,2.077906847000122,5.573375940322876,,27.45215761061599
1u_s1.0_bs64_lr0.001,iter,240,2.0766162872314453,5.712572336196899,,27.439230750817167
1u_s1.0_bs64_lr0.001,iter,250,2.0310893058776855,8.739706754684448,,24.70814604057657
1u_s1.0_bs64_lr0.001,iter,260,1.9738291501998901,8.877176523208618,,24.981710748554804
1u_s1.0_bs64_lr0.001,iter,270,1.967468023300171,9.01350474357605,,25.267367421929382
1u_s1.0_bs64_lr0.001,iter,280,1.9769608974456787,9.150018453598022,,25.53561006814683
1u_s1.0_bs64_lr0.001,iter,290,1.9155269861221313,9.285173654556274,,25.77203901886601
1u_s1.0_bs64_lr0.001,iter,300,1.8985800743103027,9.420488595962524,,25.93406775581024
1u_s1.0_bs64_lr0.001,iter,310,1.8705506324768066,9.556119203567505,,26.073140960667562
1u_s1.0_bs64_lr0.001,iter,320,1.8552734851837158,9.690552473068237,,26.252682616836537
1u_s1.0_bs64_lr0.001,iter,330,1.8150368928909302,9.825468301773071,,26.4133759131331
1u_s1.0_bs64_lr0.001,iter,340,1.7908539772033691,9.959969997406006,,26.515020831580255
1u_s1.0_bs64_lr0.001,iter,350,1.8252387046813965,10.096055030822754,,26.62726158557752
1u_s1.0_bs64_lr0.001,iter,360,1.7672513723373413,10.232082843780518,,26.711809195958086
1u_s1.0_bs64_lr0.001,iter,370,1.7453831434249878,10.368021726608276,,26.82183047301913
1u_s1.0_bs64_lr0.001,iter,380,1.7260000705718994,10.504295587539673,,26.89316499867585
1u_s1.0_bs64_lr0.001,iter,390,1.7298855781555176,10.64236330986023,,26.890530363642412
1u_s1.0_bs64_lr0.001,iter,400,1.7630244493484497,10.782149314880371,,26.883318490020454
1u_s1.0_bs64_lr0.001,iter,410,1.6932427883148193,10.924028158187866,,26.877242037481853
1u_s1.0_bs64_lr0.001,iter,420,1.7104623317718506,11.063149452209473,,26.886212868607224
1u_s1.0_bs64_lr0.001,iter,430,1.6836594343185425,11.203033924102783,,26.919696561997863
1u_s1.0_bs64_lr0.001,iter,440,1.6558520793914795,11.342501401901245,,26.94377677183099
1u_s1.0_bs64_lr0.001,iter,450,1.6496732234954834,11.482054710388184,,26.986041669348154
1u_s1.0_bs64_lr0.001,iter,460,1.5935871601104736,11.621618509292603,,26.984551372693627
1u_s1.0_bs64_lr0.001,iter,470,1.657126545906067,11.761855363845825,,26.9428636626453
1u_s1.0_bs64_lr0.001,iter,480,1.617945909500122,11.902728080749512,,26.968692468442175
1u_s1.0_bs64_lr0.001,iter,490,1.5912878513336182,12.044281482696533,,26.984149372046257
1u_s1.0_bs64_lr0.001,iter,500,1.6003680229187012,14.92598819732666,,24.299251832957005
1u_s1.0_bs64_lr0.001,iter,510,1.605342984199524,15.067136287689209,,24.558088454693937
1u_s1.0_bs64_lr0.001,iter,520,1.5869258642196655,15.206537246704102,,24.81089224056771
1u_s1.0_bs64_lr0.001,iter,530,1.5559643507003784,15.345960855484009,,25.04812039091101
1u_s1.0_bs64_lr0.001,iter,540,1.6127549409866333,15.484856843948364,,25.278179078912004
1u_s1.0_bs64_lr0.001,iter,550,1.5617148876190186,15.625044345855713,,25.44454592263487
1u_s1.0_bs64_lr0.001,iter,560,1.5615036487579346,15.76380968093872,,25.58852937766095
1u_s1.0_bs64_lr0.001,iter,570,1.5582908391952515,15.90278172492981,,25.739745062075052
1u_s1.0_bs64_lr0.001,iter,580,1.5293660163879395,16.041999578475952,,25.880688085722014
1u_s1.0_bs64_lr0.001,iter,590,1.488889217376709,16.181424140930176,,25.99987126816197
1u_s1.0_bs64_lr0.001,iter,600,1.5137872695922852,16.321950435638428,,26.07410787115314
1u_s1.0_bs64_lr0.001,iter,610,1.5298484563827515,16.462165117263794,,26.183880231191498
1u_s1.0_bs64_lr0.001,iter,620,1.5306861400604248,16.60250973701477,,26.25823798159679
1u_s1.0_bs64_lr0.001,iter,630,1.5097945928573608,16.73910880088806,,26.439643005528783
1u_s1.0_bs64_lr0.001,iter,640,1.4556171894073486,16.874351263046265,,26.60568351342503
1u_s1.0_bs64_lr0.001,iter,650,1.4932193756103516,17.010336875915527,,26.660315687457903
