type,x,loss,elapsed_s,avg_mfu
train_step,0,4.287369728088379,2.3220653533935547,
val_step,0,4.282261371612549,2.3220653533935547,
iter,0,4.271370887756348,2.4140923023223877,
iter,10,3.1476478576660156,2.561408281326294,27.252377101803333
iter,20,2.7333414554595947,2.6994128227233887,27.30419046646676
iter,30,2.6156601905822754,2.835428237915039,27.38392780361489
iter,40,2.5760958194732666,2.970545530319214,27.466138839191533
iter,50,2.525665044784546,3.106187105178833,27.50494034363688
iter,60,2.5101401805877686,3.24068284034729,27.546978648707714
iter,70,2.493720293045044,3.3753058910369873,27.626439047344643
iter,80,2.4949405193328857,3.5102744102478027,27.664032675821655
iter,90,2.464185953140259,3.644209384918213,27.760339499660535
iter,100,2.4558656215667725,3.7787270545959473,27.72829939489581
iter,110,2.4545106887817383,3.9155313968658447,27.69273511631892
iter,120,2.429379940032959,4.05238676071167,27.721793907441356
iter,130,2.4133079051971436,4.19053053855896,27.682811282132707
iter,140,2.4041759967803955,4.328021764755249,27.682776592708123
iter,150,2.4085311889648438,4.4659082889556885,27.666028967083413
iter,160,2.3675670623779297,4.604304790496826,27.633961841119586
iter,170,2.3564279079437256,4.742751359939575,27.596944330206618
iter,180,2.301300048828125,4.880995988845825,27.556607812052626
iter,190,2.2393081188201904,5.019563436508179,27.526707563846976
iter,200,2.2028861045837402,5.1575727462768555,27.494814925616478
iter,210,2.141212224960327,5.295915603637695,27.464076386837178
iter,220,2.134030818939209,5.434475660324097,27.441908898774546
iter,230,2.077906847000122,5.573375940322876,27.45215761061599
iter,240,2.0766162872314453,5.712572336196899,27.439230750817167
train_step,250,1.9637577533721924,8.240880727767944,
val_step,250,2.064218044281006,8.240880727767944,
iter,250,2.0310893058776855,8.739706754684448,24.70814604057657
iter,260,1.9738291501998901,8.877176523208618,24.981710748554804
iter,270,1.967468023300171,9.01350474357605,25.267367421929382
iter,280,1.9769608974456787,9.150018453598022,25.53561006814683
iter,290,1.9155269861221313,9.285173654556274,25.77203901886601
iter,300,1.8985800743103027,9.420488595962524,25.93406775581024
iter,310,1.8705506324768066,9.556119203567505,26.073140960667562
iter,320,1.8552734851837158,9.690552473068237,26.252682616836537
iter,330,1.8150368928909302,9.825468301773071,26.4133759131331
iter,340,1.7908539772033691,9.959969997406006,26.515020831580255
iter,350,1.8252387046813965,10.096055030822754,26.62726158557752
iter,360,1.7672513723373413,10.232082843780518,26.711809195958086
iter,370,1.7453831434249878,10.368021726608276,26.82183047301913
iter,380,1.7260000705718994,10.504295587539673,26.89316499867585
iter,390,1.7298855781555176,10.64236330986023,26.890530363642412
iter,400,1.7630244493484497,10.782149314880371,26.883318490020454
iter,410,1.6932427883148193,10.924028158187866,26.877242037481853
iter,420,1.7104623317718506,11.063149452209473,26.886212868607224
iter,430,1.6836594343185425,11.203033924102783,26.919696561997863
iter,440,1.6558520793914795,11.342501401901245,26.94377677183099
iter,450,1.6496732234954834,11.482054710388184,26.986041669348154
iter,460,1.5935871601104736,11.621618509292603,26.984551372693627
iter,470,1.657126545906067,11.761855363845825,26.9428636626453
iter,480,1.617945909500122,11.902728080749512,26.968692468442175
iter,490,1.5912878513336182,12.044281482696533,26.984149372046257
train_step,500,1.5216615200042725,14.566167831420898,
val_step,500,1.730148434638977,14.566167831420898,
iter,500,1.6003680229187012,14.92598819732666,24.299251832957005
iter,510,1.605342984199524,15.067136287689209,24.558088454693937
iter,520,1.5869258642196655,15.206537246704102,24.81089224056771
iter,530,1.5559643507003784,15.345960855484009,25.04812039091101
iter,540,1.6127549409866333,15.484856843948364,25.278179078912004
iter,550,1.5617148876190186,15.625044345855713,25.44454592263487
iter,560,1.5615036487579346,15.76380968093872,25.58852937766095
iter,570,1.5582908391952515,15.90278172492981,25.739745062075052
iter,580,1.5293660163879395,16.041999578475952,25.880688085722014
iter,590,1.488889217376709,16.181424140930176,25.99987126816197
iter,600,1.5137872695922852,16.321950435638428,26.07410787115314
iter,610,1.5298484563827515,16.462165117263794,26.183880231191498
iter,620,1.5306861400604248,16.60250973701477,26.25823798159679
iter,630,1.5097945928573608,16.73910880088806,26.439643005528783
iter,640,1.4556171894073486,16.874351263046265,26.60568351342503
iter,650,1.4932193756103516,17.010336875915527,26.660315687457903
iter,660,1.5015729665756226,17.150558710098267,26.678566501254224
iter,670,1.4395837783813477,17.29025173187256,26.819654089826354
iter,680,1.5060606002807617,17.425753593444824,26.93842802175966
iter,690,1.4545297622680664,17.561895608901978,26.983913880871803
iter,700,1.4737226963043213,17.69736385345459,27.03076950128846
iter,710,1.4500682353973389,17.831550121307373,27.113505132549438
iter,720,1.4389362335205078,17.967330932617188,27.14629300186871
iter,730,1.4234247207641602,18.10159158706665,27.266387419190668
iter,740,1.421584963798523,18.236653566360474,27.355372685362905
train_step,750,1.3574600219726562,20.723530769348145,
val_step,750,1.5860662460327148,20.723530769348145,
iter,750,1.424852967262268,21.084853649139404,24.633500547509158
iter,760,1.4405317306518555,21.22319483757019,24.91467438277917
iter,770,1.4229737520217896,21.362523555755615,25.11044314534603
iter,780,1.3986347913742065,21.502094745635986,25.305338396605464
iter,790,1.4194049835205078,21.64128017425537,25.450630769811855
iter,800,1.4244407415390015,21.780483961105347,25.56174813880504
iter,810,1.399977684020996,21.91955590248108,25.669586440323855
iter,820,1.4121447801589966,22.058881282806396,25.794214222791172
iter,830,1.3883763551712036,22.200072526931763,25.814550896244242
iter,840,1.3983995914459229,22.34519100189209,25.775962251596095
iter,850,1.3865182399749756,22.490012645721436,25.77387576460256
iter,860,1.3926239013671875,22.64754295349121,25.88571263952713
iter,870,1.3907220363616943,22.786393880844116,26.04147249833354
iter,880,1.3757957220077515,22.925073862075806,26.19030929741833
iter,890,1.3853175640106201,23.06434988975525,26.278811758313523
iter,900,1.364365816116333,23.203216075897217,26.375693173202585
iter,910,1.31466543674469,23.341654539108276,26.43817322083865
iter,920,1.3591758012771606,23.480837106704712,26.51513401690899
iter,930,1.3596123456954956,23.61956000328064,26.61326272361239
iter,940,1.3403890132904053,23.758272647857666,26.72312793749414
iter,950,1.348792552947998,23.89627695083618,26.82722489008758
iter,960,1.3618587255477905,24.035489797592163,26.73357980422853
iter,970,1.3581774234771729,24.175736904144287,26.7912216393004
iter,980,1.346090316772461,24.314401388168335,26.786231692688045
iter,990,1.335172414779663,24.453404903411865,26.798870511626017
train_step,1000,1.2701386213302612,26.8894305229187,
val_step,1000,1.5202821493148804,26.8894305229187,
iter,1000,1.3350772857666016,27.363096475601196,24.132366102844596
iter,1010,1.3383760452270508,27.503769159317017,24.390793237942656
