type,x,loss,elapsed_s,avg_mfu
train_step,0,4.287327766418457,28.59233784675598,
val_step,0,4.281961917877197,28.59233784675598,
iter,0,4.268801689147949,28.819376468658447,
iter,10,3.23679518699646,30.086429595947266,48.09781997242021
iter,20,2.814758539199829,31.320022106170654,48.15195013393123
iter,30,2.7122690677642822,32.552696228027344,48.209870958351516
iter,40,2.626697540283203,33.786954164505005,48.2158324783214
iter,50,2.576371192932129,35.02590322494507,48.19555354645418
iter,60,2.6474130153656006,36.266892194747925,48.129486878635454
iter,70,2.5675313472747803,37.50602626800537,48.11916113852324
iter,80,2.5225539207458496,38.74670600891113,48.054344844247375
iter,90,2.5101373195648193,39.98938298225403,48.059710210260334
iter,100,2.503278970718384,41.22903299331665,45.252243503755906
iter,110,2.466573476791382,42.46847224235535,45.49931350834532
iter,120,2.496978282928467,43.71172046661377,45.71936430143253
iter,130,2.4598164558410645,44.98977875709534,45.962053146005836
iter,140,2.4417622089385986,46.231974601745605,46.1147236191542
iter,150,2.8976378440856934,47.4727041721344,46.30389192074571
iter,160,2.6673028469085693,48.71159815788269,46.48108393514111
iter,170,2.5781588554382324,49.987284660339355,46.64236901762481
iter,180,2.539045572280884,51.22694945335388,46.779657690090644
iter,190,2.5052425861358643,52.46744680404663,46.87718518850076
iter,200,2.4864325523376465,53.70870661735535,44.1866031185714
iter,210,2.466386318206787,55.047277212142944,44.53724263956051
iter,220,2.4499568939208984,56.2872154712677,44.88941798288549
iter,230,2.440063953399658,57.52795076370239,45.2030806849515
iter,240,2.413576126098633,58.76870632171631,51.39928780029699
train_step,250,2.4041237831115723,89.15129065513611,
val_step,250,2.43819260597229,89.15129065513611,
iter,250,2.4395334720611572,89.45531010627747,46.27939929114347
iter,260,2.3916780948638916,90.68887257575989,46.48843566310307
iter,270,2.3455557823181152,91.92703986167908,46.644263586877685
iter,280,2.2886569499969482,93.16623997688293,46.78860180285322
iter,290,2.2892229557037354,94.40485715866089,46.871358484045935
iter,300,2.1922733783721924,95.64870405197144,44.213704761299425
iter,310,2.177616834640503,96.92107796669006,44.620830086521714
iter,320,2.1083803176879883,98.15822386741638,44.99935629603486
iter,330,2.108384132385254,99.4022798538208,45.27424827981069
iter,340,2.0599682331085205,100.64211702346802,45.533258154740395
iter,350,2.0107030868530273,101.98884510993958,45.85607944270826
iter,360,2.002779960632324,103.22898316383362,46.056878716533326
iter,370,2.0375561714172363,104.46364879608154,46.27029764591702
iter,380,1.9579733610153198,105.69486546516418,51.84873139404468
iter,390,1.9132165908813477,106.92748832702637,51.54770019709212
iter,400,1.8778202533721924,108.16163039207458,48.382121680009256
iter,410,1.9193557500839233,109.39510321617126,48.38805388329742
iter,420,1.8612428903579712,110.6272783279419,49.16484087734662
iter,430,1.806663155555725,111.86376428604126,49.05727857418868
iter,440,1.808937668800354,113.09931421279907,49.02865834879006
iter,450,1.7773889303207397,114.33859324455261,48.94256936507403
iter,460,1.7484408617019653,115.57496857643127,48.88086731063991
iter,470,1.7149873971939087,116.81313896179199,48.857771492246414
iter,480,1.6938236951828003,118.04801368713379,48.81190089664035
iter,490,1.7199392318725586,119.27820897102356,48.78934964341019
train_step,500,1.5688830614089966,149.8285937309265,
val_step,500,1.757004976272583,149.8285937309265,
iter,500,1.6681791543960571,150.12303924560547,43.93035130083713
iter,510,1.6443134546279907,151.3539695739746,44.43297603429336
iter,520,1.659377098083496,152.58568620681763,45.19865000138312
iter,530,1.6256369352340698,153.81824922561646,45.56206424624338
