Overriding config with config/train_shakespeare_char.py:
Overriding: batch_size = 32
Overriding: learning_rate = 0.001
Overriding: csv_path = runs/scale_g1_s0.5_bs32_lr0.001.csv
Overriding: out_dir = out-scale_g1_s0.5_bs32_lr0.001
tokens per iteration will be: 8,192
effective global batch size (sequences) will be: 32
found vocab_size = 65 (inside data/shakespeare_char/meta.pkl)
Initializing a new model from scratch
number of parameters: 10.65M
/u/ddong/workspace/nanoGPT/train.py:243: FutureWarning: `torch.cuda.amp.GradScaler(args...)` is deprecated. Please use `torch.amp.GradScaler('cuda', args...)` instead.
  scaler = torch.cuda.amp.GradScaler(enabled=(dtype == 'float16'))
num decayed parameter tensors: 26, with 10,740,096 parameters
num non-decayed parameter tensors: 13, with 4,992 parameters
using fused AdamW: True
step 0: train loss 4.2882, val loss 4.2821
iter 0: loss 4.2653, time 2411.50ms, mfu -100.00%
iter 10: loss 3.1451, time 13.02ms, mfu 14.31%
iter 20: loss 2.7935, time 13.12ms, mfu 14.30%
iter 30: loss 2.6420, time 13.11ms, mfu 14.29%
iter 40: loss 2.5889, time 12.87ms, mfu 14.31%
iter 50: loss 2.5498, time 13.16ms, mfu 14.30%
iter 60: loss 2.5276, time 13.14ms, mfu 14.29%
iter 70: loss 2.5101, time 14.44ms, mfu 14.15%
iter 80: loss 2.4964, time 13.51ms, mfu 14.11%
iter 90: loss 2.4454, time 12.94ms, mfu 14.14%
iter 100: loss 2.4702, time 13.90ms, mfu 14.07%
iter 110: loss 2.4545, time 12.55ms, mfu 14.15%
iter 120: loss 2.4942, time 12.85ms, mfu 14.18%
iter 130: loss 2.4499, time 12.55ms, mfu 14.25%
iter 140: loss 2.4292, time 13.09ms, mfu 14.25%
iter 150: loss 2.4523, time 13.16ms, mfu 14.24%
iter 160: loss 2.4371, time 12.88ms, mfu 14.26%
iter 170: loss 2.4209, time 13.09ms, mfu 14.26%
iter 180: loss 2.4089, time 12.90ms, mfu 14.28%
iter 190: loss 2.3800, time 12.80ms, mfu 14.31%
iter 200: loss 2.3499, time 12.57ms, mfu 14.36%
iter 210: loss 2.3299, time 12.92ms, mfu 14.36%
iter 220: loss 2.3089, time 12.67ms, mfu 14.40%
iter 230: loss 2.3202, time 12.90ms, mfu 14.40%
iter 240: loss 2.2785, time 12.72ms, mfu 14.43%
step 250: train loss 2.1593, val loss 2.2148
saving checkpoint to out-scale_g1_s0.5_bs32_lr0.001
iter 250: loss 2.2046, time 2332.96ms, mfu 12.99%
iter 260: loss 2.1782, time 12.58ms, mfu 13.17%
iter 270: loss 2.1136, time 11.83ms, mfu 13.43%
iter 280: loss 2.1379, time 11.66ms, mfu 13.69%
iter 290: loss 2.0937, time 11.78ms, mfu 13.90%
iter 300: loss 2.1028, time 11.77ms, mfu 14.09%
iter 310: loss 2.0930, time 11.68ms, mfu 14.28%
iter 320: loss 2.0465, time 12.66ms, mfu 14.32%
iter 330: loss 2.0508, time 12.40ms, mfu 14.39%
iter 340: loss 2.0202, time 12.48ms, mfu 14.45%
iter 350: loss 1.9966, time 12.65ms, mfu 14.47%
iter 360: loss 1.9847, time 12.55ms, mfu 14.51%
iter 370: loss 1.9479, time 12.62ms, mfu 14.54%
iter 380: loss 1.8985, time 12.63ms, mfu 14.56%
iter 390: loss 1.9280, time 12.61ms, mfu 14.58%
iter 400: loss 1.8824, time 12.57ms, mfu 14.60%
iter 410: loss 1.8894, time 12.45ms, mfu 14.64%
iter 420: loss 1.8693, time 12.35ms, mfu 14.68%
iter 430: loss 1.8457, time 12.42ms, mfu 14.72%
iter 440: loss 1.8569, time 12.55ms, mfu 14.73%
iter 450: loss 1.9056, time 12.39ms, mfu 14.76%
iter 460: loss 1.8029, time 12.33ms, mfu 14.79%
iter 470: loss 1.8567, time 12.43ms, mfu 14.81%
iter 480: loss 1.8130, time 12.55ms, mfu 14.82%
iter 490: loss 1.7606, time 12.62ms, mfu 14.81%
step 500: train loss 1.7140, val loss 1.8701
saving checkpoint to out-scale_g1_s0.5_bs32_lr0.001
iter 500: loss 1.8023, time 2424.55ms, mfu 13.34%
iter 510: loss 1.7640, time 12.54ms, mfu 13.49%
iter 520: loss 1.8022, time 14.60ms, mfu 13.42%
iter 530: loss 1.7737, time 14.31ms, mfu 13.38%
iter 540: loss 1.7092, time 12.76ms, mfu 13.50%
iter 550: loss 1.7175, time 12.23ms, mfu 13.67%
iter 560: loss 1.6980, time 12.71ms, mfu 13.77%
iter 570: loss 1.6864, time 12.50ms, mfu 13.89%
iter 580: loss 1.6992, time 12.62ms, mfu 13.97%
iter 590: loss 1.7206, time 12.67ms, mfu 14.05%
iter 600: loss 1.7140, time 12.47ms, mfu 14.14%
iter 610: loss 1.7137, time 13.06ms, mfu 14.15%
iter 620: loss 1.6451, time 12.62ms, mfu 14.21%
iter 630: loss 1.6702, time 13.39ms, mfu 14.18%
iter 640: loss 1.6559, time 12.79ms, mfu 14.22%
iter 650: loss 1.6612, time 12.74ms, mfu 14.26%
iter 660: loss 1.6441, time 13.12ms, mfu 14.25%
iter 670: loss 1.6030, time 12.68ms, mfu 14.30%
iter 680: loss 1.6654, time 13.11ms, mfu 14.29%
iter 690: loss 1.5706, time 12.81ms, mfu 14.32%
iter 700: loss 1.6312, time 13.14ms, mfu 14.30%
iter 710: loss 1.6208, time 12.84ms, mfu 14.32%
iter 720: loss 1.5933, time 12.62ms, mfu 14.37%
iter 730: loss 1.6026, time 12.95ms, mfu 14.37%
iter 740: loss 1.6222, time 12.63ms, mfu 14.41%
step 750: train loss 1.5234, val loss 1.7144
saving checkpoint to out-scale_g1_s0.5_bs32_lr0.001
iter 750: loss 1.5890, time 2062.16ms, mfu 12.97%
iter 760: loss 1.5823, time 12.30ms, mfu 13.19%
iter 770: loss 1.6092, time 12.19ms, mfu 13.40%
iter 780: loss 1.5547, time 12.08ms, mfu 13.60%
iter 790: loss 1.5889, time 12.06ms, mfu 13.79%
iter 800: loss 1.5899, time 12.31ms, mfu 13.92%
iter 810: loss 1.5591, time 12.10ms, mfu 14.07%
iter 820: loss 1.5339, time 12.24ms, mfu 14.18%
iter 830: loss 1.5340, time 12.15ms, mfu 14.30%
iter 840: loss 1.5895, time 12.19ms, mfu 14.40%
iter 850: loss 1.5377, time 12.14ms, mfu 14.49%
iter 860: loss 1.5385, time 12.18ms, mfu 14.57%
iter 870: loss 1.5364, time 12.05ms, mfu 14.66%
