Overriding config with config/train_shakespeare_char.py:
Overriding: batch_size = 768
Overriding: learning_rate = 0.012
Overriding: csv_path = runs/scale_1u_s12.0_bs768_lr0.012.csv
Overriding: out_dir = out/scale_1u_s12.0_bs768_lr0.012
tokens per iteration will be: 196,608
effective global batch size (sequences) will be: 768
found vocab_size = 65 (inside data/shakespeare_char/meta.pkl)
Initializing a new model from scratch
number of parameters: 10.65M
/u/ddong/workspace/nanoGPT/train.py:243: FutureWarning: `torch.cuda.amp.GradScaler(args...)` is deprecated. Please use `torch.amp.GradScaler('cuda', args...)` instead.
  scaler = torch.cuda.amp.GradScaler(enabled=(dtype == 'float16'))
num decayed parameter tensors: 26, with 10,740,096 parameters
num non-decayed parameter tensors: 13, with 4,992 parameters
using fused AdamW: True
step 0: train loss 4.2874, val loss 4.2820
iter 0: loss 4.2684, time 22089.25ms, mfu -100.00%
iter 10: loss 2.9191, time 97.15ms, mfu 46.03%
iter 20: loss 2.6436, time 93.63ms, mfu 46.20%
iter 30: loss 2.5802, time 92.93ms, mfu 46.39%
iter 40: loss 2.5183, time 92.66ms, mfu 46.58%
iter 50: loss 2.5112, time 93.18ms, mfu 46.72%
iter 60: loss 2.8019, time 94.48ms, mfu 46.78%
iter 70: loss 2.6724, time 94.97ms, mfu 46.81%
iter 80: loss 2.5679, time 94.42ms, mfu 46.86%
iter 90: loss 2.5232, time 94.59ms, mfu 46.91%
iter 100: loss 2.4996, time 230.49ms, mfu 44.15%
iter 110: loss 2.4893, time 94.63ms, mfu 44.46%
iter 120: loss 2.4740, time 94.94ms, mfu 44.73%
iter 130: loss 2.4634, time 95.40ms, mfu 44.94%
iter 140: loss 2.5306, time 52.07ms, mfu 49.04%
iter 150: loss 2.4779, time 94.44ms, mfu 48.87%
iter 160: loss 2.4502, time 94.21ms, mfu 48.73%
iter 170: loss 2.4317, time 94.37ms, mfu 48.59%
iter 180: loss 2.4638, time 92.76ms, mfu 48.55%
iter 190: loss 2.4144, time 62.05ms, mfu 50.90%
iter 200: loss 2.6203, time 235.74ms, mfu 47.71%
iter 210: loss 2.5220, time 93.69ms, mfu 47.71%
iter 220: loss 2.4657, time 95.01ms, mfu 47.65%
iter 230: loss 2.4459, time 49.53ms, mfu 51.91%
iter 240: loss 2.4262, time 94.65ms, mfu 51.44%
step 250: train loss 2.3854, val loss 2.4250
saving checkpoint to out/scale_1u_s12.0_bs768_lr0.012
iter 250: loss 2.4199, time 22643.90ms, mfu 46.32%
iter 260: loss 2.3980, time 93.33ms, mfu 46.48%
iter 270: loss 2.4162, time 93.72ms, mfu 46.60%
iter 280: loss 2.3618, time 199.86ms, mfu 44.18%
iter 290: loss 2.3251, time 93.88ms, mfu 44.52%
iter 300: loss 2.2737, time 227.36ms, mfu 42.04%
iter 310: loss 2.2386, time 93.82ms, mfu 42.60%
iter 320: loss 2.2221, time 94.83ms, mfu 43.06%
iter 330: loss 2.1775, time 94.62ms, mfu 43.48%
iter 340: loss 2.1343, time 94.16ms, mfu 43.88%
iter 350: loss 2.1262, time 93.87ms, mfu 44.25%
iter 360: loss 2.1201, time 94.27ms, mfu 44.57%
iter 370: loss 2.0823, time 92.79ms, mfu 44.93%
iter 380: loss 2.0654, time 94.15ms, mfu 45.19%
iter 390: loss 2.0535, time 93.20ms, mfu 45.47%
iter 400: loss 2.0368, time 194.75ms, mfu 43.22%
iter 410: loss 2.0532, time 93.82ms, mfu 43.66%
iter 420: loss 2.0475, time 94.22ms, mfu 44.04%
iter 430: loss 2.0472, time 93.79ms, mfu 44.40%
iter 440: loss 2.1227, time 93.49ms, mfu 44.75%
iter 450: loss 2.0401, time 94.06ms, mfu 45.03%
iter 460: loss 1.9949, time 92.99ms, mfu 45.33%
iter 470: loss 1.9795, time 93.50ms, mfu 45.58%
iter 480: loss 1.9340, time 92.90ms, mfu 45.84%
iter 490: loss 1.9876, time 93.06ms, mfu 46.06%
step 500: train loss 1.8253, val loss 1.9728
saving checkpoint to out/scale_1u_s12.0_bs768_lr0.012
iter 500: loss 1.9489, time 22691.08ms, mfu 41.47%
iter 510: loss 1.9278, time 91.00ms, mfu 42.24%
iter 520: loss 1.9395, time 179.75ms, mfu 40.50%
iter 530: loss 1.9506, time 92.11ms, mfu 41.31%
iter 540: loss 2.1222, time 92.41ms, mfu 42.01%
iter 550: loss 1.9990, time 93.93ms, mfu 42.57%
iter 560: loss 1.9595, time 93.39ms, mfu 43.10%
iter 570: loss 1.9968, time 91.98ms, mfu 43.66%
iter 580: loss 2.0079, time 92.85ms, mfu 44.11%
iter 590: loss 2.0311, time 92.58ms, mfu 44.53%
iter 600: loss 2.0247, time 224.65ms, mfu 42.06%
iter 610: loss 2.0269, time 92.24ms, mfu 42.70%
iter 620: loss 2.0622, time 92.60ms, mfu 43.26%
iter 630: loss 2.0270, time 92.67ms, mfu 43.76%
iter 640: loss 2.0339, time 91.00ms, mfu 44.30%
iter 650: loss 2.0458, time 91.59ms, mfu 44.75%
iter 660: loss 2.0338, time 92.36ms, mfu 45.12%
iter 670: loss 2.0282, time 92.05ms, mfu 45.46%
iter 680: loss 2.0423, time 93.19ms, mfu 45.72%
iter 690: loss 2.0330, time 93.49ms, mfu 45.93%
iter 700: loss 2.0974, time 230.65ms, mfu 43.27%
iter 710: loss 2.1706, time 92.01ms, mfu 43.81%
iter 720: loss 2.1547, time 93.07ms, mfu 44.23%
iter 730: loss 2.0965, time 91.93ms, mfu 44.67%
iter 740: loss 2.0774, time 92.74ms, mfu 45.02%
step 750: train loss 1.9234, val loss 2.0564
iter 750: loss 2.0910, time 22346.83ms, mfu 40.54%
iter 760: loss 2.1038, time 92.34ms, mfu 41.33%
iter 770: loss 2.0551, time 92.65ms, mfu 42.02%
iter 780: loss 2.0431, time 92.75ms, mfu 42.64%
iter 790: loss 2.0233, time 91.40ms, mfu 43.27%
iter 800: loss 2.0305, time 168.11ms, mfu 41.60%
iter 810: loss 2.0455, time 91.44ms, mfu 42.33%
iter 820: loss 2.1300, time 92.79ms, mfu 42.92%
iter 830: loss 2.2633, time 92.58ms, mfu 43.46%
iter 840: loss 2.2210, time 93.44ms, mfu 43.90%
iter 850: loss 2.2463, time 92.89ms, mfu 44.32%
iter 860: loss 2.3006, time 93.22ms, mfu 44.68%
iter 870: loss 2.3004, time 92.31ms, mfu 45.06%
iter 880: loss 2.2869, time 93.56ms, mfu 45.33%
